CVEGEO,CENSO,VIVIENDA,HABITANTE,VIAJES_VIVIENDA,VIAJES_ORIGEN,VIAJES_DESTINO
140970682,12F,,,,,
140970809,12F,,,,,
140980081,32,,,,,
141205567,65B,,,,65B,65B
141011959,42,,,,42,42
999990002,NA,,,,Acceso_Colotlán,Acceso_Colotlán
1.407E+12,45,,,,,
14070140A,29F,52,52,52,52,52
999990001,NA,,,,Acceso_Vallarta,Acceso_Vallarta
999990006,NA,,,,Acceso_López_Mateos,Acceso_López_Mateos
999990005,NA,,,,Acceso_Chapala,Acceso_Chapala
141240109,48F,,,,,
141200142,14F,14F,14F,14F,14F,14F
141240071,3,3,3,3,3,3
140980012,,57,57,57,57,57
140970602,,30,30,30,30,30
14097059A,,02F,02F,02F,02F,02F
140980243,,29F,29F,29F,29F,29F
141011963,,40,40,40,40,40
141200157,,65A,65A,65A,65A,65A
141012552,,20,20,20,20,20
140970104,,12F,12F,12F,12F,12F
140970015,,12F,12F,12F,12F,12F
140972416,,17,17,17,17,17
141200123,,63F,63F,63F,63F,63F
141200034,,46F,46F,46F,46F,46F
141200068,,61,61,61,61,61
140973679,,11F,11F,11F,11F,11F
141240029,,48F,48F,48F,48F,48F
141240033,,48F,48F,48F,48F,48F
141240048,,3,3,3,3,3
140701467,,13,13,13,13,13
141012567,,45,45,45,45,45
140510016,,60,60,60,60,60
140440026,,4,4,4,4,4
140970123,,51F,51F,51F,51F,51F
140972308,,,,,38,38
140980188,,,,,06B,06B
14120059A,,,,,25,25
140973541,,,,,30,30
141203908,,,,,44,44
141200091,,,,,14F,14F
141200087,,,,,44,44
140971066,,,,,12F,12F
140701170,,,,,29F,29F
141200104,,,,,15,15
141240103,,,,,3,3
140510035,,,,,10,10
140701166,,,,,32,32
